EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,Location,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,OverTime,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,SurveyFeedback
10843,54,Male,Married,HR,HR Manager,3,HR Management,Bengaluru,47398,11,3,1,0,4,2,21,5,18,Non-Travel,No,5,3,2,1,2,2,4,No,Work is okay but salary could definitely be better though
10844,30,Female,Single,Finance,Financial Analyst,1,HR Management,Chennai,19789,21,1,6,7,7,6,31,5,24,Non-Travel,No,0,4,2,3,3,1,2,Yes,Work is okay but salary could definitely be better though
10845,22,Female,Married,Finance,Auditor,5,Computer Science,Mumbai,231767,15,0,8,9,5,6,14,2,13,Non-Travel,Yes,5,2,3,2,3,4,1,Yes,"It is an okay place to work, nothing exceptional about it"
10846,56,Male,Single,Operations,Operations Manager,4,Finance,Chennai,79967,13,0,3,6,3,0,19,9,13,Travel_Frequently,No,2,3,3,1,4,2,2,Yes,"Average experience overall, some good and some bad aspects"
10847,32,Female,Single,Sales,BD Executive,1,Business Administration,Bengaluru,207206,17,2,1,7,0,1,20,4,25,Travel_Rarely,No,0,2,4,3,1,3,4,Yes,"Too much overtime, work life balance is completely terrible"
10848,55,Female,Single,HR,L&D Specialist,2,Business Administration,Pune,216958,22,3,18,9,1,4,2,1,5,Travel_Rarely,Yes,2,3,1,2,1,1,2,Yes,"Average experience overall, some good and some bad aspects"
10849,37,Male,Single,Operations,Ops Executive,3,HR Management,Hyderabad,113837,24,0,4,0,5,7,7,2,39,Travel_Rarely,No,0,4,4,1,3,2,2,No,"I love working here, great team and management support"
10850,30,Female,Married,HR,HR Manager,2,Marketing,Chennai,171049,23,2,8,4,3,5,33,9,29,Travel_Rarely,No,4,2,1,1,2,4,1,Yes,Management doesnt listen and salary is way below market rate
10851,53,Female,Single,HR,L&D Specialist,2,Engineering,Pune,116967,11,0,12,8,2,6,6,7,44,Non-Travel,No,3,4,3,2,3,2,4,No,"Career growth is excellent here, very satisfied with my job"
10852,36,Male,Single,HR,HR Manager,2,Computer Science,Bengaluru,146201,13,3,11,4,6,2,7,2,57,Travel_Frequently,Yes,1,1,1,1,2,3,4,Yes,Work is okay but salary could definitely be better though
10853,33,Female,Divorced,Operations,Ops Executive,3,Marketing,Hyderabad,74683,11,2,18,9,6,5,18,7,46,Travel_Rarely,No,6,2,2,3,2,3,3,Yes,Poor management decisions causing frustration across the team
10854,54,Female,Married,Finance,Tax Analyst,3,HR Management,Bhubaneswar,60331,23,0,8,2,1,8,29,4,33,Travel_Rarely,No,0,3,2,3,3,2,1,No,"I love working here, great team and management support"
10855,35,Female,Married,Finance,Auditor,3,Finance,Bhubaneswar,49626,11,1,9,8,7,2,19,2,24,Non-Travel,No,0,2,3,3,4,2,1,Yes,Management doesnt listen and salary is way below market rate
10856,29,Male,Married,HR,HR Executive,3,Computer Science,Pune,194575,11,0,18,8,0,5,25,4,10,Travel_Rarely,Yes,6,1,4,1,4,2,4,Yes,Excessive workload with no work life balance whatsoever here
10857,29,Male,Married,Sales,BD Executive,2,HR Management,Hyderabad,173621,10,3,9,3,9,6,4,5,58,Travel_Frequently,No,1,1,1,1,2,2,1,Yes,"No growth at all, stuck in same role for many years now"
10858,48,Female,Single,Technology,Data Analyst,5,Business Administration,Pune,27342,13,1,11,3,6,4,13,4,25,Non-Travel,No,6,3,4,2,1,4,2,Yes,"No growth at all, stuck in same role for many years now"
10859,33,Female,Married,Operations,Ops Executive,5,Computer Science,Hyderabad,51417,11,0,13,7,9,9,32,3,41,Travel_Frequently,No,0,4,1,2,4,2,3,Yes,"Average experience overall, some good and some bad aspects"
10860,22,Female,Single,Technology,Junior Developer,3,HR Management,Hyderabad,222586,18,0,7,6,0,7,27,6,10,Non-Travel,No,6,2,3,1,4,4,4,Yes,I feel undervalued and underpaid compared to industry standards
10861,32,Male,Married,Sales,Sales Executive,4,Business Administration,Pune,198321,18,2,15,4,2,7,34,1,39,Travel_Rarely,No,3,4,2,3,2,2,1,No,Great work life balance and very interesting projects daily
10862,52,Male,Single,Operations,Operations Manager,1,Business Administration,Hyderabad,67664,20,3,16,5,2,5,28,8,16,Travel_Frequently,No,5,4,2,1,2,4,1,No,Job is fine but I am looking for more interesting challenges
10863,38,Male,Married,HR,HR Business Partner,4,Engineering,Chennai,249236,20,0,19,2,9,6,9,5,28,Travel_Frequently,No,1,3,1,4,2,3,2,Yes,"Average experience overall, some good and some bad aspects"
10864,54,Female,Married,Finance,Auditor,4,Finance,Bengaluru,23833,16,0,3,5,1,2,8,8,12,Non-Travel,No,1,2,4,3,4,1,1,Yes,Excessive workload with no work life balance whatsoever here
10865,53,Female,Married,Technology,Senior Developer,4,Engineering,Hyderabad,75658,15,0,5,7,9,6,21,4,44,Non-Travel,No,3,1,3,4,4,2,1,Yes,Excessive workload with no work life balance whatsoever here
10866,50,Female,Single,Marketing,Digital Marketer,5,HR Management,Chennai,245099,21,3,11,9,4,6,30,4,58,Travel_Rarely,Yes,3,3,3,2,1,2,2,Yes,Work is okay but salary could definitely be better though
10867,42,Female,Married,Marketing,Brand Manager,1,Marketing,Hyderabad,175545,12,1,17,8,3,3,29,5,32,Non-Travel,No,1,4,4,1,1,3,1,No,Management is supportive and salary is competitive and fair
10868,42,Female,Divorced,Sales,Account Manager,4,Engineering,Chennai,146809,23,3,6,2,5,9,9,5,51,Travel_Rarely,No,3,1,2,4,3,1,3,Yes,"No growth at all, stuck in same role for many years now"
10869,44,Male,Married,HR,L&D Specialist,3,Marketing,Pune,109965,21,2,4,7,1,3,13,6,29,Travel_Rarely,No,5,4,4,1,2,3,2,No,"I love working here, great team and management support"
10870,27,Female,Single,Technology,Junior Developer,5,Business Administration,Bhubaneswar,192719,23,2,9,2,3,2,18,5,45,Travel_Rarely,No,3,2,2,4,4,3,4,Yes,"No growth at all, stuck in same role for many years now"
10871,43,Female,Married,HR,HR Executive,3,HR Management,Mumbai,79054,24,3,5,1,6,9,22,5,53,Non-Travel,No,5,4,1,1,1,2,3,Yes,Management doesnt listen and salary is way below market rate
10872,29,Female,Divorced,Technology,Data Analyst,3,Finance,Hyderabad,16299,16,0,13,4,0,6,31,8,50,Travel_Rarely,Yes,3,1,3,3,2,2,1,Yes,Poor management decisions causing frustration across the team
10873,56,Male,Married,Sales,Sales Manager,4,Marketing,Mumbai,209353,10,0,5,3,2,4,10,6,27,Travel_Frequently,Yes,1,2,1,2,2,3,2,Yes,Work is okay but salary could definitely be better though
10874,32,Female,Married,Sales,Sales Lead,3,HR Management,Hyderabad,80875,18,1,13,4,0,2,9,2,26,Travel_Rarely,Yes,0,3,4,3,3,2,2,No,"It is an okay place to work, nothing exceptional about it"
10875,45,Male,Divorced,Marketing,Brand Manager,1,Marketing,Pune,178992,13,3,11,5,1,5,31,4,3,Travel_Rarely,Yes,2,4,4,2,2,2,1,No,"It is an okay place to work, nothing exceptional about it"
10876,42,Male,Divorced,HR,HR Executive,3,Engineering,Pune,200908,15,3,11,2,8,5,24,4,26,Travel_Rarely,Yes,1,2,1,3,1,2,4,Yes,Management doesnt listen and salary is way below market rate
10877,23,Male,Married,Operations,Operations Manager,4,HR Management,Chennai,188453,15,0,7,0,9,5,8,5,39,Non-Travel,No,6,2,4,2,3,1,3,Yes,Excessive workload with no work life balance whatsoever here
10878,40,Male,Married,Marketing,Content Writer,3,Engineering,Hyderabad,129286,20,2,9,3,4,1,20,6,1,Non-Travel,No,2,3,4,3,4,1,1,No,"It is an okay place to work, nothing exceptional about it"
10879,49,Male,Single,HR,HR Executive,5,Computer Science,Pune,231043,12,2,15,5,3,9,17,5,35,Travel_Rarely,No,3,3,4,1,3,2,4,No,"It is an okay place to work, nothing exceptional about it"
10880,38,Female,Married,Marketing,Content Writer,5,HR Management,Pune,113730,13,1,19,1,3,6,28,6,53,Non-Travel,No,3,1,3,3,2,3,2,Yes,Poor management decisions causing frustration across the team
10881,27,Female,Single,Operations,Ops Executive,5,Marketing,Hyderabad,71298,22,1,7,1,7,6,6,8,27,Travel_Rarely,No,0,2,3,4,2,1,2,Yes,Poor management decisions causing frustration across the team
10882,40,Male,Single,Finance,Tax Analyst,2,Computer Science,Chennai,170581,20,2,8,0,2,9,33,4,46,Travel_Rarely,Yes,3,2,2,4,1,3,2,Yes,Work is okay but salary could definitely be better though
10883,49,Male,Married,Finance,Senior Accountant,5,Engineering,Chennai,136035,19,3,12,8,3,3,28,3,4,Travel_Rarely,No,6,1,3,1,2,4,1,No,Job is fine but I am looking for more interesting challenges
10884,23,Male,Single,Finance,Senior Accountant,5,Engineering,Chennai,188167,12,1,19,2,1,5,1,9,19,Non-Travel,No,2,4,1,1,4,4,4,No,"Good colleagues, strong learning opportunities and recognition"
10885,25,Female,Married,Finance,Auditor,2,Marketing,Chennai,197596,22,0,16,1,5,3,24,3,22,Travel_Rarely,No,1,2,1,1,1,2,1,Yes,Job is fine but I am looking for more interesting challenges
10886,43,Female,Married,Technology,Senior Developer,5,Computer Science,Bhubaneswar,124825,15,3,18,3,8,3,6,8,6,Travel_Rarely,Yes,1,2,3,4,2,3,1,Yes,Excessive workload with no work life balance whatsoever here
10887,47,Male,Married,Finance,Tax Analyst,4,Business Administration,Hyderabad,130637,10,0,16,5,3,5,7,5,52,Non-Travel,Yes,6,4,1,3,4,3,3,Yes,Job is fine but I am looking for more interesting challenges
10888,57,Female,Married,Operations,Process Analyst,5,Finance,Bhubaneswar,212981,17,1,6,0,5,8,9,9,9,Non-Travel,No,5,3,4,1,1,4,3,Yes,Work is okay but salary could definitely be better though
10889,34,Female,Divorced,Sales,Sales Lead,5,Marketing,Pune,87618,17,2,0,8,3,6,16,3,11,Travel_Rarely,No,0,3,3,3,2,1,3,No,Work is okay but salary could definitely be better though
10890,53,Male,Single,Sales,Sales Executive,2,Engineering,Bhubaneswar,40532,18,1,19,8,1,1,34,8,22,Travel_Rarely,No,6,3,2,2,4,3,4,No,Management is supportive and salary is competitive and fair
10891,38,Male,Married,Technology,QA Engineer,4,HR Management,Chennai,123197,15,2,13,7,5,5,20,7,47,Non-Travel,No,2,1,2,3,4,3,2,Yes,Very high pressure with little or no recognition for work done
10892,57,Female,Divorced,Finance,Finance Manager,3,Computer Science,Pune,145860,10,3,16,5,6,4,23,7,9,Non-Travel,Yes,3,4,3,3,3,1,3,Yes,Work is okay but salary could definitely be better though
10893,40,Female,Married,Finance,Senior Accountant,1,Business Administration,Bhubaneswar,75285,12,1,12,3,3,5,23,9,29,Non-Travel,No,4,3,1,4,1,2,2,Yes,Poor management decisions causing frustration across the team
10894,56,Female,Married,Finance,Tax Analyst,4,Finance,Bhubaneswar,33866,24,1,1,1,6,7,4,8,43,Travel_Frequently,Yes,0,1,3,3,3,4,4,Yes,"Too much overtime, work life balance is completely terrible"
10895,49,Male,Divorced,Marketing,Marketing Manager,3,HR Management,Hyderabad,153665,10,1,13,7,7,7,10,3,58,Travel_Rarely,Yes,0,4,3,4,4,3,3,Yes,Excessive workload with no work life balance whatsoever here
10896,22,Male,Single,HR,Recruiter,4,Computer Science,Bhubaneswar,24495,24,3,0,6,2,2,11,6,10,Travel_Rarely,Yes,4,3,2,2,3,2,3,Yes,Management doesnt listen and salary is way below market rate
10897,39,Male,Married,Marketing,Content Writer,3,Business Administration,Pune,22837,22,0,4,3,1,8,9,6,34,Travel_Frequently,No,6,2,4,4,3,2,2,Yes,"No growth at all, stuck in same role for many years now"
10898,54,Female,Married,HR,HR Manager,3,Marketing,Chennai,222780,24,0,6,2,4,5,12,5,31,Travel_Rarely,Yes,1,2,4,2,3,2,1,Yes,Job is fine but I am looking for more interesting challenges
10899,33,Female,Single,Finance,Tax Analyst,4,Business Administration,Hyderabad,164752,14,2,18,5,1,6,17,3,22,Travel_Rarely,No,5,3,3,2,1,1,4,Yes,Poor management decisions causing frustration across the team
10900,29,Male,Married,Finance,Auditor,2,Marketing,Bhubaneswar,201548,12,1,13,0,9,8,32,9,46,Non-Travel,No,1,3,2,1,2,2,4,Yes,"Too much overtime, work life balance is completely terrible"
10901,45,Female,Divorced,Marketing,Marketing Manager,4,Computer Science,Hyderabad,45346,23,0,13,1,4,6,23,7,4,Travel_Rarely,Yes,1,1,2,3,3,3,3,Yes,"Average experience overall, some good and some bad aspects"
10902,37,Male,Married,Marketing,Digital Marketer,4,Business Administration,Mumbai,123621,11,3,14,6,9,9,15,4,2,Non-Travel,No,4,2,3,3,2,2,4,Yes,Job is fine but I am looking for more interesting challenges
10903,25,Female,Single,HR,HR Manager,3,Finance,Hyderabad,38412,12,1,4,2,5,8,28,6,5,Travel_Rarely,Yes,3,4,3,1,1,2,2,Yes,Poor management decisions causing frustration across the team
10904,48,Male,Single,Sales,Sales Manager,1,Business Administration,Chennai,234471,18,2,4,0,7,0,5,5,46,Non-Travel,No,3,3,3,1,2,2,1,Yes,I feel undervalued and underpaid compared to industry standards
10905,30,Female,Married,HR,HR Executive,3,Computer Science,Mumbai,133833,20,0,1,1,5,0,18,1,15,Non-Travel,No,5,4,4,3,1,4,1,No,"Career growth is excellent here, very satisfied with my job"
10906,37,Female,Single,Marketing,Digital Marketer,5,HR Management,Mumbai,176876,17,3,17,9,3,2,21,2,19,Non-Travel,Yes,5,3,3,1,2,3,4,Yes,"Average experience overall, some good and some bad aspects"
10907,33,Male,Married,Operations,Ops Executive,4,HR Management,Hyderabad,80206,22,3,8,9,2,8,15,1,38,Travel_Rarely,No,2,2,2,1,1,4,1,Yes,"It is an okay place to work, nothing exceptional about it"
10908,52,Male,Married,Marketing,SEO Analyst,4,Business Administration,Pune,25934,12,2,9,8,1,0,3,9,59,Travel_Frequently,Yes,2,3,3,2,4,4,2,Yes,Poor management decisions causing frustration across the team
10909,45,Male,Married,Operations,Operations Manager,2,Business Administration,Chennai,45723,20,0,17,6,0,0,26,9,15,Travel_Rarely,No,1,4,2,1,1,2,3,No,Great work life balance and very interesting projects daily
10910,35,Male,Married,Technology,Senior Developer,3,Marketing,Pune,142968,11,1,3,6,1,4,15,5,46,Travel_Frequently,No,4,2,2,1,2,2,3,Yes,Management doesnt listen and salary is way below market rate
10911,46,Male,Married,Marketing,Marketing Manager,2,Computer Science,Chennai,166477,14,3,7,9,1,7,20,8,8,Travel_Rarely,No,5,3,1,4,3,2,4,No,"Good colleagues, strong learning opportunities and recognition"
10912,55,Female,Single,Technology,QA Engineer,4,Marketing,Chennai,164820,21,2,17,7,4,1,21,4,20,Travel_Rarely,No,0,2,2,3,4,1,4,No,Job is fine but I am looking for more interesting challenges
10913,24,Male,Single,Sales,Sales Lead,3,Finance,Pune,216838,21,3,19,7,8,3,26,1,12,Non-Travel,No,3,1,1,4,3,3,4,Yes,Job is fine but I am looking for more interesting challenges
10914,45,Male,Married,HR,HR Executive,3,HR Management,Bengaluru,192485,22,3,16,8,0,5,23,4,4,Travel_Frequently,No,6,4,3,1,2,1,3,No,Management is supportive and salary is competitive and fair
10915,30,Male,Married,Operations,Ops Executive,5,Engineering,Mumbai,168426,21,0,15,1,3,0,25,7,53,Non-Travel,No,4,3,1,1,3,3,4,Yes,Poor management decisions causing frustration across the team
10916,47,Male,Married,HR,HR Executive,5,Engineering,Hyderabad,220562,10,0,17,7,9,3,4,2,38,Travel_Rarely,No,5,3,4,4,3,2,1,Yes,Work is okay but salary could definitely be better though
10917,41,Male,Married,Technology,Data Analyst,1,Computer Science,Pune,136988,13,1,6,7,6,3,10,2,43,Travel_Rarely,No,2,3,4,1,1,3,3,Yes,"No growth at all, stuck in same role for many years now"
10918,31,Female,Divorced,Operations,Operations Manager,5,Computer Science,Pune,234747,17,3,0,4,9,8,22,6,55,Travel_Rarely,No,5,4,4,2,2,3,2,Yes,Very high pressure with little or no recognition for work done
10919,40,Male,Single,HR,HR Manager,3,Engineering,Hyderabad,163460,10,2,0,4,2,8,3,9,54,Non-Travel,No,3,1,3,4,3,4,4,Yes,Work is okay but salary could definitely be better though
10920,24,Male,Single,Marketing,Marketing Manager,5,Computer Science,Mumbai,51523,14,3,17,3,7,5,19,3,39,Travel_Rarely,Yes,5,4,2,4,3,3,3,Yes,Poor management decisions causing frustration across the team
10921,45,Male,Single,Finance,Senior Accountant,1,HR Management,Hyderabad,116150,21,2,3,4,2,7,31,7,57,Travel_Frequently,No,3,3,4,3,3,3,4,Yes,Work is okay but salary could definitely be better though
10922,26,Female,Married,Technology,Junior Developer,4,Finance,Chennai,135950,13,3,19,1,7,9,9,9,36,Travel_Frequently,No,4,4,1,4,2,4,3,Yes,I feel undervalued and underpaid compared to industry standards
10923,24,Female,Married,HR,HR Manager,5,Finance,Bengaluru,203765,15,2,19,1,1,3,29,9,58,Travel_Frequently,No,5,3,3,2,4,1,3,Yes,"Too much overtime, work life balance is completely terrible"
10924,48,Male,Married,Technology,Junior Developer,3,Marketing,Chennai,181804,16,3,3,4,4,9,7,4,15,Travel_Rarely,Yes,5,4,3,1,3,3,3,No,"Good colleagues, strong learning opportunities and recognition"
10925,37,Male,Married,Technology,QA Engineer,4,HR Management,Bengaluru,56646,18,3,5,2,3,7,24,2,1,Travel_Rarely,No,2,2,1,4,3,1,2,No,Job is fine but I am looking for more interesting challenges
10926,36,Female,Divorced,Operations,Coordinator,3,Computer Science,Hyderabad,167093,10,1,2,0,8,2,8,1,31,Non-Travel,No,4,4,1,4,4,1,3,No,Excellent culture and very clear career growth opportunities
10927,56,Female,Divorced,Operations,Process Analyst,4,Computer Science,Chennai,239310,20,0,5,8,2,1,34,6,9,Travel_Frequently,Yes,0,3,3,3,4,2,1,Yes,Excessive workload with no work life balance whatsoever here
10928,33,Female,Single,Finance,Financial Analyst,3,Marketing,Mumbai,247131,19,0,12,1,4,5,26,5,23,Travel_Rarely,No,3,3,3,3,4,3,4,No,Job is fine but I am looking for more interesting challenges
10929,47,Male,Married,Marketing,SEO Analyst,5,Marketing,Chennai,67776,13,2,6,9,9,4,28,6,52,Travel_Rarely,No,6,4,2,1,3,4,4,No,Great work life balance and very interesting projects daily
10930,55,Male,Married,Technology,Junior Developer,5,Computer Science,Pune,34116,15,3,3,1,8,7,28,7,26,Travel_Frequently,Yes,6,4,3,4,1,4,4,Yes,"No growth at all, stuck in same role for many years now"
10931,44,Female,Single,HR,HR Executive,1,Computer Science,Bengaluru,218081,19,3,0,3,5,0,7,9,40,Travel_Rarely,No,4,2,1,2,2,2,3,Yes,"Too much overtime, work life balance is completely terrible"
10932,52,Male,Married,Sales,Account Manager,4,HR Management,Bengaluru,127858,16,0,5,1,1,9,3,6,44,Travel_Rarely,No,6,1,3,1,3,4,4,Yes,Poor management decisions causing frustration across the team
10933,41,Female,Married,Technology,QA Engineer,1,Marketing,Mumbai,234343,16,2,4,6,0,2,22,6,39,Non-Travel,No,4,1,3,2,4,3,1,Yes,"It is an okay place to work, nothing exceptional about it"
10934,33,Female,Single,Technology,DevOps Engineer,2,HR Management,Bengaluru,246069,17,1,12,9,0,6,18,3,18,Travel_Rarely,No,6,2,1,4,4,1,1,Yes,Job is fine but I am looking for more interesting challenges
10935,44,Female,Married,Finance,Auditor,5,Business Administration,Bengaluru,91620,23,1,18,0,6,9,12,8,33,Travel_Frequently,No,0,1,2,1,4,1,1,Yes,Work is okay but salary could definitely be better though
10936,25,Male,Married,Marketing,Content Writer,4,Computer Science,Mumbai,190843,19,1,3,1,1,3,31,9,41,Travel_Rarely,No,4,1,3,3,4,4,2,Yes,Work is okay but salary could definitely be better though
10937,44,Female,Single,Sales,Sales Executive,1,Engineering,Chennai,174828,17,3,5,4,6,9,5,1,39,Non-Travel,No,3,3,4,3,1,4,1,Yes,Job is fine but I am looking for more interesting challenges
10938,22,Female,Married,Operations,Supply Chain Analyst,1,Engineering,Hyderabad,97604,17,2,12,1,0,4,29,6,14,Non-Travel,Yes,6,3,4,2,2,4,1,Yes,"No growth at all, stuck in same role for many years now"
10939,46,Male,Single,Operations,Supply Chain Analyst,2,Business Administration,Chennai,109452,17,0,4,8,3,7,14,7,58,Travel_Rarely,No,1,3,1,1,1,1,4,Yes,I feel undervalued and underpaid compared to industry standards
10940,23,Female,Married,HR,HR Manager,1,Computer Science,Pune,148991,21,3,12,3,9,0,18,8,1,Travel_Rarely,Yes,1,4,1,2,1,3,3,Yes,Excessive workload with no work life balance whatsoever here
10941,51,Male,Single,Sales,Sales Lead,3,Marketing,Pune,38550,24,3,9,8,3,0,7,8,13,Non-Travel,No,2,4,1,3,2,3,4,No,Job is fine but I am looking for more interesting challenges
10942,24,Female,Divorced,Operations,Ops Executive,5,Engineering,Bengaluru,182596,17,1,2,0,4,6,23,7,52,Travel_Rarely,Yes,0,1,4,4,3,3,2,Yes,"Too much overtime, work life balance is completely terrible"
10943,42,Male,Married,HR,HR Executive,1,Marketing,Pune,200678,15,2,12,0,9,8,33,8,15,Travel_Rarely,No,2,4,1,3,3,3,2,Yes,Poor management decisions causing frustration across the team
10944,46,Female,Single,Marketing,Brand Manager,1,Engineering,Hyderabad,214891,18,2,11,0,0,3,16,9,37,Travel_Rarely,No,1,3,4,4,1,3,2,Yes,I feel undervalued and underpaid compared to industry standards
10945,41,Female,Married,HR,L&D Specialist,2,Marketing,Bengaluru,85227,12,1,3,3,6,7,25,7,5,Non-Travel,No,0,4,2,2,2,2,1,No,"Career growth is excellent here, very satisfied with my job"
10946,43,Female,Married,Operations,Coordinator,3,Engineering,Pune,38212,15,1,9,8,1,9,9,3,14,Travel_Rarely,No,4,1,1,2,4,4,1,Yes,"It is an okay place to work, nothing exceptional about it"
10947,42,Female,Married,Finance,Auditor,1,Marketing,Bhubaneswar,55118,14,1,2,7,1,6,28,9,14,Travel_Rarely,No,4,3,3,2,2,3,1,No,"Average experience overall, some good and some bad aspects"
10948,54,Female,Married,Finance,Auditor,5,Business Administration,Bhubaneswar,43602,24,3,16,6,7,1,9,1,46,Travel_Rarely,Yes,3,1,2,4,3,2,3,Yes,Management doesnt listen and salary is way below market rate
10949,36,Male,Married,Finance,Finance Manager,5,HR Management,Bhubaneswar,32540,24,3,8,0,8,4,12,8,5,Travel_Frequently,No,5,4,4,2,1,3,4,Yes,Work is okay but salary could definitely be better though
10950,36,Male,Single,Operations,Coordinator,1,Marketing,Bhubaneswar,181901,17,3,0,2,5,8,18,6,11,Non-Travel,No,1,2,1,2,4,4,1,Yes,Job is fine but I am looking for more interesting challenges
10951,46,Female,Single,Finance,Financial Analyst,3,HR Management,Chennai,202381,13,0,17,8,0,8,27,3,32,Travel_Rarely,No,4,2,3,1,3,3,2,Yes,Management doesnt listen and salary is way below market rate
10952,42,Female,Married,Sales,Sales Executive,5,HR Management,Bhubaneswar,211475,13,0,8,8,0,2,26,9,51,Travel_Rarely,Yes,0,3,4,4,4,3,3,Yes,"It is an okay place to work, nothing exceptional about it"
10953,45,Female,Married,Marketing,Brand Manager,5,Computer Science,Bengaluru,86455,22,2,19,4,6,2,26,6,5,Travel_Rarely,No,5,1,2,2,2,3,3,Yes,"Average experience overall, some good and some bad aspects"
10954,26,Male,Married,HR,HR Executive,3,Business Administration,Mumbai,37277,24,1,8,5,7,1,10,7,36,Travel_Rarely,No,5,2,3,2,2,4,2,Yes,Work is okay but salary could definitely be better though
10955,27,Male,Married,HR,HR Manager,3,HR Management,Chennai,134133,19,1,1,5,2,6,17,2,15,Non-Travel,No,4,2,2,4,3,1,1,Yes,"Average experience overall, some good and some bad aspects"
10956,44,Female,Married,Operations,Process Analyst,1,Finance,Mumbai,205745,20,3,18,9,8,5,32,1,53,Travel_Rarely,Yes,2,3,1,4,3,4,3,Yes,Poor management decisions causing frustration across the team
10957,25,Male,Married,Finance,Financial Analyst,4,HR Management,Bengaluru,163748,19,0,15,3,3,4,24,1,7,Travel_Rarely,No,2,3,3,3,4,1,2,No,"It is an okay place to work, nothing exceptional about it"
10958,48,Female,Single,Finance,Finance Manager,2,Marketing,Bengaluru,188916,22,1,2,0,3,6,8,3,5,Travel_Rarely,Yes,2,1,1,3,4,2,1,Yes,"Average experience overall, some good and some bad aspects"
10959,39,Female,Single,Technology,DevOps Engineer,4,HR Management,Hyderabad,210780,14,2,15,4,2,3,30,3,30,Non-Travel,Yes,5,2,4,1,2,2,3,Yes,Management doesnt listen and salary is way below market rate
10960,42,Female,Divorced,Marketing,Marketing Manager,4,Marketing,Chennai,24752,20,1,12,0,7,4,26,8,15,Non-Travel,Yes,2,1,4,2,1,3,3,Yes,Excessive workload with no work life balance whatsoever here
10961,49,Male,Married,Sales,Sales Executive,5,Marketing,Mumbai,227620,22,3,2,0,8,8,24,7,30,Travel_Rarely,No,2,1,2,4,4,3,4,Yes,Management doesnt listen and salary is way below market rate
10962,56,Female,Married,HR,L&D Specialist,3,Finance,Bhubaneswar,220783,22,3,9,4,0,8,27,8,14,Non-Travel,Yes,5,3,1,2,2,3,4,Yes,I feel undervalued and underpaid compared to industry standards
10963,43,Female,Single,Technology,Data Analyst,5,HR Management,Bengaluru,186742,24,0,17,4,1,3,15,1,24,Travel_Rarely,No,3,1,1,3,1,4,3,Yes,Work is okay but salary could definitely be better though
10964,44,Female,Married,Technology,DevOps Engineer,2,HR Management,Bhubaneswar,213675,15,2,5,6,0,5,28,4,24,Non-Travel,Yes,2,4,3,3,3,3,3,No,Excellent culture and very clear career growth opportunities
10965,24,Male,Divorced,Operations,Operations Manager,1,Engineering,Mumbai,177550,24,2,5,1,3,1,11,8,35,Travel_Rarely,No,3,1,4,3,3,1,3,Yes,Work is okay but salary could definitely be better though
10966,31,Male,Single,HR,Recruiter,2,Engineering,Chennai,172511,20,1,17,5,9,2,2,2,5,Travel_Frequently,No,3,2,1,4,4,2,4,Yes,"Too much overtime, work life balance is completely terrible"
10967,46,Male,Married,Operations,Process Analyst,5,Computer Science,Pune,180819,13,2,5,1,6,8,9,7,12,Travel_Rarely,Yes,4,1,1,2,1,2,1,Yes,Very high pressure with little or no recognition for work done
10968,29,Female,Married,Sales,Account Manager,5,Marketing,Pune,140332,11,1,5,9,6,5,23,8,20,Travel_Rarely,No,5,4,1,4,2,2,4,No,"Career growth is excellent here, very satisfied with my job"
10969,32,Male,Married,Technology,Data Analyst,5,Finance,Bengaluru,175882,21,1,12,4,5,7,33,9,46,Travel_Frequently,No,0,4,4,2,4,1,2,No,"I love working here, great team and management support"
10970,26,Female,Married,Technology,QA Engineer,5,Engineering,Hyderabad,33302,21,0,13,3,4,4,19,7,5,Travel_Rarely,No,2,2,4,1,2,3,3,No,"Very happy with my role, the team is fantastic and supportive"
10971,50,Male,Divorced,Marketing,Content Writer,4,HR Management,Bhubaneswar,81236,23,2,6,9,3,1,13,9,56,Travel_Rarely,No,0,2,4,3,1,1,2,Yes,Job is fine but I am looking for more interesting challenges
10972,26,Female,Single,Sales,Account Manager,1,Computer Science,Bengaluru,79467,11,3,12,4,7,6,14,2,36,Travel_Frequently,No,1,1,2,3,4,1,2,Yes,I feel undervalued and underpaid compared to industry standards
10973,30,Male,Single,Technology,DevOps Engineer,4,Finance,Hyderabad,117350,21,1,14,1,6,5,32,1,21,Travel_Rarely,No,3,4,4,3,1,4,2,Yes,Excessive workload with no work life balance whatsoever here
10974,23,Female,Divorced,Sales,Sales Executive,5,Business Administration,Bhubaneswar,180913,12,1,11,7,9,1,22,1,48,Travel_Rarely,No,6,4,4,3,1,4,4,Yes,"Average experience overall, some good and some bad aspects"
10975,22,Male,Married,HR,L&D Specialist,3,HR Management,Mumbai,190785,11,1,0,7,0,5,20,4,39,Travel_Rarely,No,1,1,4,4,1,2,4,Yes,Excessive workload with no work life balance whatsoever here
